Fecha;Cartera;Instrumento;Peso
10-01-19;FONDO;ILC;1,90%
10-01-19;FONDO;ITAUCORP;5,07%
10-01-19;FONDO;LTM;7,63%
10-01-19;FONDO;MALLPLAZA;1,15%
10-01-19;FONDO;NORTEGRAN;0,66%
10-01-19;FONDO;PARAUCO;0,60%
10-01-19;FONDO;RIPLEY;0,92%
10-01-19;FONDO;SALFACORP;1,17%
10-01-19;FONDO;SK;0,44%
10-01-19;FONDO;SM-CHILE B;3,30%
10-01-19;FONDO;SMU;0,99%
10-01-19;FONDO;SONDA;0,79%
10-01-19;FONDO;SQM-B;7,16%
10-01-19;BENCHMARK;AESGENER;1,27%
10-01-19;BENCHMARK;AGUAS-A;2,50%
10-01-19;BENCHMARK;ANDINA-B;1,20%
10-01-19;BENCHMARK;BCI;5,31%
10-01-19;BENCHMARK;BSANTANDER;7,46%
10-01-19;BENCHMARK;CAP;1,10%
10-01-19;BENCHMARK;CCU;3,06%
10-01-19;BENCHMARK;CENCOSUD;4,28%
10-01-19;BENCHMARK;CHILE;6,87%
10-01-19;BENCHMARK;CMPC;5,75%
10-01-19;BENCHMARK;COLBUN;2,30%
10-01-19;BENCHMARK;CONCHATORO;1,48%
10-01-19;BENCHMARK;COPEC;7,42%
10-01-19;BENCHMARK;ECL;1,50%
10-01-19;BENCHMARK;ENELAM;8,38%
10-01-19;BENCHMARK;ENELCHILE;4,39%
10-01-19;BENCHMARK;ENELGXCH;0,48%
10-01-19;BENCHMARK;ENTEL;1,84%
10-01-19;BENCHMARK;FALABELLA;7,66%
10-01-19;BENCHMARK;ILC;0,92%
10-01-19;BENCHMARK;ITAUCORP;2,56%
10-01-19;BENCHMARK;LTM;5,39%
10-01-19;BENCHMARK;PARAUCO;2,63%
10-01-19;BENCHMARK;RIPLEY;1,30%
10-01-19;BENCHMARK;SALFACORP;0,74%
10-01-19;BENCHMARK;SECURITY;0,69%
10-01-19;BENCHMARK;SM-CHILE B;3,46%
10-01-19;BENCHMARK;SONDA;1,36%
10-01-19;BENCHMARK;SQM-B;6,06%
10-01-19;BENCHMARK;VAPORES;0,66%
11-01-19;FONDO;ANDINA-B;1,55%
11-01-19;FONDO;ANTARCHILE;1,97%
11-01-19;FONDO;BCI;6,90%
11-01-19;FONDO;BSANTANDER;6,38%
11-01-19;FONDO;Caja CLP;1,40%
11-01-19;FONDO;CAP;0,42%
11-01-19;FONDO;CCU;1,13%
11-01-19;FONDO;CENCOSUD;2,70%
11-01-19;FONDO;CFILVSCC-L;7,96%
11-01-19;FONDO;CHILE;0,26%
11-01-19;FONDO;CMPC;6,74%
11-01-19;FONDO;COLBUN;0,48%
11-01-19;FONDO;COPEC;5,55%
11-01-19;FONDO;ECL;3,08%
11-01-19;FONDO;ENELAM;9,54%
11-01-19;FONDO;ENELCHILE;4,40%
11-01-19;FONDO;ENTEL;0,95%
11-01-19;FONDO;FALABELLA;4,71%
11-01-19;FONDO;HITES;0,35%
11-01-19;FONDO;IAM;2,00%
11-01-19;FONDO;ILC;1,90%
11-01-19;FONDO;ITAUCORP;5,06%
11-01-19;FONDO;LTM;7,57%
11-01-19;FONDO;MALLPLAZA;1,13%
11-01-19;FONDO;NORTEGRAN;0,65%
11-01-19;FONDO;PARAUCO;0,60%
11-01-19;FONDO;RIPLEY;0,90%
11-01-19;FONDO;SALFACORP;1,15%
11-01-19;FONDO;SK;0,43%
11-01-19;FONDO;SM-CHILE B;3,25%
11-01-19;FONDO;SMU;0,97%
11-01-19;FONDO;SONDA;0,78%
11-01-19;FONDO;SQM-B;7,13%
11-01-19;BENCHMARK;AESGENER;1,27%
11-01-19;BENCHMARK;AGUAS-A;2,46%
11-01-19;BENCHMARK;ANDINA-B;1,18%
11-01-19;BENCHMARK;BCI;5,26%
11-01-19;BENCHMARK;BSANTANDER;7,48%
11-01-19;BENCHMARK;CAP;1,09%
11-01-19;BENCHMARK;CCU;3,00%
11-01-19;BENCHMARK;CENCOSUD;4,28%
11-01-19;BENCHMARK;CHILE;6,86%
11-01-19;BENCHMARK;CMPC;5,87%
11-01-19;BENCHMARK;COLBUN;2,34%
11-01-19;BENCHMARK;CONCHATORO;1,46%
11-01-19;BENCHMARK;COPEC;7,53%
11-01-19;BENCHMARK;ECL;1,51%
11-01-19;BENCHMARK;ENELAM;8,44%
11-01-19;BENCHMARK;ENELCHILE;4,40%
11-01-19;BENCHMARK;ENELGXCH;0,48%
11-01-19;BENCHMARK;ENTEL;1,85%
11-01-19;BENCHMARK;FALABELLA;7,56%
11-01-19;BENCHMARK;ILC;0,91%
11-01-19;BENCHMARK;ITAUCORP;2,54%
11-01-19;BENCHMARK;LTM;5,35%
11-01-19;BENCHMARK;PARAUCO;2,64%
11-01-19;BENCHMARK;RIPLEY;1,29%
11-01-19;BENCHMARK;SALFACORP;0,74%
11-01-19;BENCHMARK;SECURITY;0,69%
11-01-19;BENCHMARK;SM-CHILE B;3,44%
11-01-19;BENCHMARK;SONDA;1,34%
11-01-19;BENCHMARK;SQM-B;6,09%
11-01-19;BENCHMARK;VAPORES;0,65%
12-01-19;FONDO;ANDINA-B;1,55%
12-01-19;FONDO;ANTARCHILE;1,97%
12-01-19;FONDO;BCI;6,90%
12-01-19;FONDO;BSANTANDER;6,38%
12-01-19;FONDO;Caja CLP;1,40%
12-01-19;FONDO;CAP;0,42%
12-01-19;FONDO;CCU;1,13%
12-01-19;FONDO;CENCOSUD;2,70%
12-01-19;FONDO;CFILVSCC-L;7,96%
12-01-19;FONDO;CHILE;0,26%
12-01-19;FONDO;CMPC;6,74%
12-01-19;FONDO;COLBUN;0,48%
12-01-19;FONDO;COPEC;5,55%
12-01-19;FONDO;ECL;3,08%
12-01-19;FONDO;ENELAM;9,54%
12-01-19;FONDO;ENELCHILE;4,40%
12-01-19;FONDO;ENTEL;0,95%
12-01-19;FONDO;FALABELLA;4,71%
12-01-19;FONDO;HITES;0,35%
12-01-19;FONDO;IAM;2,00%
12-01-19;FONDO;ILC;1,90%
12-01-19;FONDO;ITAUCORP;5,06%
12-01-19;FONDO;LTM;7,57%
12-01-19;FONDO;MALLPLAZA;1,13%
12-01-19;FONDO;NORTEGRAN;0,65%
12-01-19;FONDO;PARAUCO;0,60%
12-01-19;FONDO;RIPLEY;0,90%
12-01-19;FONDO;SALFACORP;1,15%
12-01-19;FONDO;SK;0,43%
12-01-19;FONDO;SM-CHILE B;3,25%
12-01-19;FONDO;SMU;0,97%
12-01-19;FONDO;SONDA;0,78%
12-01-19;FONDO;SQM-B;7,13%
12-01-19;BENCHMARK;AESGENER;1,27%
12-01-19;BENCHMARK;AGUAS-A;2,46%
12-01-19;BENCHMARK;ANDINA-B;1,18%
12-01-19;BENCHMARK;BCI;5,26%
12-01-19;BENCHMARK;BSANTANDER;7,48%
12-01-19;BENCHMARK;CAP;1,09%
12-01-19;BENCHMARK;CCU;3,00%
12-01-19;BENCHMARK;CENCOSUD;4,28%
12-01-19;BENCHMARK;CHILE;6,86%
12-01-19;BENCHMARK;CMPC;5,87%
12-01-19;BENCHMARK;COLBUN;2,34%
12-01-19;BENCHMARK;CONCHATORO;1,46%
12-01-19;BENCHMARK;COPEC;7,53%
12-01-19;BENCHMARK;ECL;1,51%
12-01-19;BENCHMARK;ENELAM;8,44%
12-01-19;BENCHMARK;ENELCHILE;4,40%
12-01-19;BENCHMARK;ENELGXCH;0,48%
12-01-19;BENCHMARK;ENTEL;1,85%
12-01-19;BENCHMARK;FALABELLA;7,56%
12-01-19;BENCHMARK;ILC;0,91%
12-01-19;BENCHMARK;ITAUCORP;2,54%
12-01-19;BENCHMARK;LTM;5,35%
12-01-19;BENCHMARK;PARAUCO;2,64%
12-01-19;BENCHMARK;RIPLEY;1,29%
12-01-19;BENCHMARK;SALFACORP;0,74%
12-01-19;BENCHMARK;SECURITY;0,69%
12-01-19;BENCHMARK;SM-CHILE B;3,44%
12-01-19;BENCHMARK;SONDA;1,34%
12-01-19;BENCHMARK;SQM-B;6,09%
12-01-19;BENCHMARK;VAPORES;0,65%
13-01-19;FONDO;ANDINA-B;1,55%
13-01-19;FONDO;ANTARCHILE;1,97%
13-01-19;FONDO;BCI;6,90%
13-01-19;FONDO;BSANTANDER;6,38%
13-01-19;FONDO;Caja CLP;1,40%
13-01-19;FONDO;CAP;0,42%
13-01-19;FONDO;CCU;1,13%
13-01-19;FONDO;CENCOSUD;2,70%
13-01-19;FONDO;CFILVSCC-L;7,96%
13-01-19;FONDO;CHILE;0,26%
13-01-19;FONDO;CMPC;6,74%
13-01-19;FONDO;COLBUN;0,48%
13-01-19;FONDO;COPEC;5,55%
13-01-19;FONDO;ECL;3,08%
13-01-19;FONDO;ENELAM;9,54%
13-01-19;FONDO;ENELCHILE;4,40%
13-01-19;FONDO;ENTEL;0,95%
13-01-19;FONDO;FALABELLA;4,71%
13-01-19;FONDO;HITES;0,35%
13-01-19;FONDO;IAM;2,00%
13-01-19;FONDO;ILC;1,90%
13-01-19;FONDO;ITAUCORP;5,06%
13-01-19;FONDO;LTM;7,57%
13-01-19;FONDO;MALLPLAZA;1,13%
13-01-19;FONDO;NORTEGRAN;0,65%
13-01-19;FONDO;PARAUCO;0,60%
13-01-19;FONDO;RIPLEY;0,90%
13-01-19;FONDO;SALFACORP;1,15%
13-01-19;FONDO;SK;0,43%
13-01-19;FONDO;SM-CHILE B;3,25%
13-01-19;FONDO;SMU;0,97%
13-01-19;FONDO;SONDA;0,78%
13-01-19;FONDO;SQM-B;7,13%
13-01-19;BENCHMARK;AESGENER;1,27%
13-01-19;BENCHMARK;AGUAS-A;2,46%
13-01-19;BENCHMARK;ANDINA-B;1,18%
13-01-19;BENCHMARK;BCI;5,26%
13-01-19;BENCHMARK;BSANTANDER;7,48%
13-01-19;BENCHMARK;CAP;1,09%
13-01-19;BENCHMARK;CCU;3,00%
13-01-19;BENCHMARK;CENCOSUD;4,28%
13-01-19;BENCHMARK;CHILE;6,86%
13-01-19;BENCHMARK;CMPC;5,87%
13-01-19;BENCHMARK;COLBUN;2,34%
13-01-19;BENCHMARK;CONCHATORO;1,46%
13-01-19;BENCHMARK;COPEC;7,53%
13-01-19;BENCHMARK;ECL;1,51%
13-01-19;BENCHMARK;ENELAM;8,44%
13-01-19;BENCHMARK;ENELCHILE;4,40%
13-01-19;BENCHMARK;ENELGXCH;0,48%
13-01-19;BENCHMARK;ENTEL;1,85%
13-01-19;BENCHMARK;FALABELLA;7,56%
13-01-19;BENCHMARK;ILC;0,91%
13-01-19;BENCHMARK;ITAUCORP;2,54%
13-01-19;BENCHMARK;LTM;5,35%
13-01-19;BENCHMARK;PARAUCO;2,64%
13-01-19;BENCHMARK;RIPLEY;1,29%
13-01-19;BENCHMARK;SALFACORP;0,74%
13-01-19;BENCHMARK;SECURITY;0,69%
13-01-19;BENCHMARK;SM-CHILE B;3,44%
13-01-19;BENCHMARK;SONDA;1,34%
13-01-19;BENCHMARK;SQM-B;6,09%
13-01-19;BENCHMARK;VAPORES;0,65%
14-01-19;FONDO;ANDINA-B;1,56%
14-01-19;FONDO;ANTARCHILE;2,03%
14-01-19;FONDO;BCI;7,02%
14-01-19;FONDO;BSANTANDER;6,40%
14-01-19;FONDO;Caja CLP;0,73%
14-01-19;FONDO;CAP;0,41%
14-01-19;FONDO;CCU;1,15%
14-01-19;FONDO;CENCOSUD;2,70%
14-01-19;FONDO;CFILVSCC-L;7,96%
14-01-19;FONDO;CHILE;0,26%
14-01-19;FONDO;CMPC;6,70%
14-01-19;FONDO;COLBUN;0,48%
14-01-19;FONDO;COPEC;5,54%
14-01-19;FONDO;ECL;3,09%
14-01-19;FONDO;ENELAM;9,71%
14-01-19;FONDO;ENELCHILE;4,42%
14-01-19;FONDO;ENTEL;0,97%
14-01-19;FONDO;FALABELLA;4,70%
14-01-19;FONDO;HITES;0,35%
14-01-19;FONDO;IAM;2,00%
14-01-19;FONDO;ILC;1,92%
14-01-19;FONDO;ITAUCORP;5,04%
14-01-19;FONDO;LTM;7,51%
14-01-19;FONDO;MALLPLAZA;1,14%
14-01-19;FONDO;NORTEGRAN;0,66%
14-01-19;FONDO;PARAUCO;0,59%
14-01-19;FONDO;RIPLEY;0,90%
14-01-19;FONDO;SALFACORP;1,16%
14-01-19;FONDO;SK;0,44%
14-01-19;FONDO;SM-CHILE B;3,25%
14-01-19;FONDO;SMU;1,26%
14-01-19;FONDO;SONDA;0,78%
14-01-19;FONDO;SQM-B;7,19%
14-01-19;BENCHMARK;AESGENER;1,29%
14-01-19;BENCHMARK;AGUAS-A;2,45%
14-01-19;BENCHMARK;ANDINA-B;1,18%
14-01-19;BENCHMARK;BCI;5,30%
14-01-19;BENCHMARK;BSANTANDER;7,47%
14-01-19;BENCHMARK;CAP;1,08%
14-01-19;BENCHMARK;CCU;3,07%
14-01-19;BENCHMARK;CENCOSUD;4,24%
14-01-19;BENCHMARK;CHILE;6,84%
14-01-19;BENCHMARK;CMPC;5,83%
14-01-19;BENCHMARK;COLBUN;2,34%
14-01-19;BENCHMARK;CONCHATORO;1,46%
14-01-19;BENCHMARK;COPEC;7,53%
14-01-19;BENCHMARK;ECL;1,50%
14-01-19;BENCHMARK;ENELAM;8,49%
14-01-19;BENCHMARK;ENELCHILE;4,38%
14-01-19;BENCHMARK;ENELGXCH;0,48%
14-01-19;BENCHMARK;ENTEL;1,90%
14-01-19;BENCHMARK;FALABELLA;7,58%
14-01-19;BENCHMARK;ILC;0,91%
14-01-19;BENCHMARK;ITAUCORP;2,53%
14-01-19;BENCHMARK;LTM;5,31%
14-01-19;BENCHMARK;PARAUCO;2,62%
14-01-19;BENCHMARK;RIPLEY;1,29%
14-01-19;BENCHMARK;SALFACORP;0,73%
14-01-19;BENCHMARK;SECURITY;0,69%
14-01-19;BENCHMARK;SM-CHILE B;3,42%
14-01-19;BENCHMARK;SONDA;1,33%
14-01-19;BENCHMARK;SQM-B;6,12%
14-01-19;BENCHMARK;VAPORES;0,64%
15-01-19;FONDO;ANDINA-B;1,54%
15-01-19;FONDO;ANTARCHILE;2,01%
15-01-19;FONDO;BCI;7,02%
15-01-19;FONDO;BSANTANDER;6,40%
15-01-19;FONDO;Caja CLP;0,80%
15-01-19;FONDO;CAP;0,41%
15-01-19;FONDO;CCU;1,15%
15-01-19;FONDO;CENCOSUD;2,70%
15-01-19;FONDO;CFILVSCC-L;7,93%
15-01-19;FONDO;CHILE;0,26%
15-01-19;FONDO;CMPC;6,78%
15-01-19;FONDO;COLBUN;0,48%
15-01-19;FONDO;COPEC;5,50%
15-01-19;FONDO;ECL;3,05%
15-01-19;FONDO;ENELAM;9,80%
15-01-19;FONDO;ENELCHILE;4,43%
15-01-19;FONDO;ENTEL;0,98%
15-01-19;FONDO;FALABELLA;4,68%
15-01-19;FONDO;HITES;0,36%
15-01-19;FONDO;IAM;1,98%
15-01-19;FONDO;ILC;1,91%
15-01-19;FONDO;ITAUCORP;5,03%
15-01-19;FONDO;LTM;7,44%
15-01-19;FONDO;MALLPLAZA;1,14%
15-01-19;FONDO;NORTEGRAN;0,64%
15-01-19;FONDO;PARAUCO;0,60%
15-01-19;FONDO;RIPLEY;0,91%
15-01-19;FONDO;SALFACORP;1,16%
15-01-19;FONDO;SK;0,43%
15-01-19;FONDO;SM-CHILE B;3,25%
15-01-19;FONDO;SMU;1,25%
15-01-19;FONDO;SONDA;0,77%
15-01-19;FONDO;SQM-B;7,20%
15-01-19;BENCHMARK;AESGENER;1,29%
15-01-19;BENCHMARK;AGUAS-A;2,45%
15-01-19;BENCHMARK;ANDINA-B;1,17%
15-01-19;BENCHMARK;BCI;5,28%
15-01-19;BENCHMARK;BSANTANDER;7,47%
15-01-19;BENCHMARK;CAP;1,08%
15-01-19;BENCHMARK;CCU;3,04%
15-01-19;BENCHMARK;CENCOSUD;4,28%
15-01-19;BENCHMARK;CHILE;6,84%
15-01-19;BENCHMARK;CMPC;5,91%
15-01-19;BENCHMARK;COLBUN;2,33%
15-01-19;BENCHMARK;CONCHATORO;1,46%
15-01-19;BENCHMARK;COPEC;7,51%
15-01-19;BENCHMARK;ECL;1,49%
15-01-19;BENCHMARK;ENELAM;8,55%
15-01-19;BENCHMARK;ENELCHILE;4,42%
15-01-19;BENCHMARK;ENELGXCH;0,48%
15-01-19;BENCHMARK;ENTEL;1,92%
15-01-19;BENCHMARK;FALABELLA;7,51%
15-01-19;BENCHMARK;ILC;0,91%
15-01-19;BENCHMARK;ITAUCORP;2,54%
15-01-19;BENCHMARK;LTM;5,25%
15-01-19;BENCHMARK;PARAUCO;2,63%
15-01-19;BENCHMARK;RIPLEY;1,30%
15-01-19;BENCHMARK;SALFACORP;0,73%
15-01-19;BENCHMARK;SECURITY;0,69%
15-01-19;BENCHMARK;SM-CHILE B;3,43%
15-01-19;BENCHMARK;SONDA;1,33%
15-01-19;BENCHMARK;SQM-B;6,07%
15-01-19;BENCHMARK;VAPORES;0,64%
16-01-19;FONDO;ANDINA-B;1,58%
16-01-19;FONDO;ANTARCHILE;1,98%
16-01-19;FONDO;BCI;7,03%
16-01-19;FONDO;BSANTANDER;6,46%
16-01-19;FONDO;Caja CLP;0,52%
16-01-19;FONDO;CAP;0,41%
16-01-19;FONDO;CCU;1,16%
16-01-19;FONDO;CENCOSUD;2,75%
16-01-19;FONDO;CFILVSCC-L;7,95%
16-01-19;FONDO;CHILE;0,26%
16-01-19;FONDO;CMPC;6,88%
16-01-19;FONDO;COLBUN;0,48%
16-01-19;FONDO;COPEC;5,52%
16-01-19;FONDO;ECL;3,06%
16-01-19;FONDO;ENELAM;9,88%
16-01-19;FONDO;ENELCHILE;4,47%
16-01-19;FONDO;ENTEL;1,02%
16-01-19;FONDO;FALABELLA;4,67%
16-01-19;FONDO;HITES;0,37%
16-01-19;FONDO;IAM;1,98%
16-01-19;FONDO;ILC;1,91%
16-01-19;FONDO;ITAUCORP;5,03%
16-01-19;FONDO;LTM;7,35%
16-01-19;FONDO;MALLPLAZA;1,14%
16-01-19;FONDO;NORTEGRAN;0,64%
16-01-19;FONDO;PARAUCO;0,60%
16-01-19;FONDO;RIPLEY;0,91%
16-01-19;FONDO;SALFACORP;1,15%
16-01-19;FONDO;SK;0,43%
16-01-19;FONDO;SM-CHILE B;3,25%
16-01-19;FONDO;SMU;1,24%
16-01-19;FONDO;SONDA;0,78%
16-01-19;FONDO;SQM-B;7,13%
16-01-19;BENCHMARK;AESGENER;1,30%
16-01-19;BENCHMARK;AGUAS-A;2,44%
16-01-19;BENCHMARK;ANDINA-B;1,22%
16-01-19;BENCHMARK;BCI;5,26%
16-01-19;BENCHMARK;BSANTANDER;7,48%
16-01-19;BENCHMARK;CAP;1,07%
16-01-19;BENCHMARK;CCU;3,05%
16-01-19;BENCHMARK;CENCOSUD;4,29%
16-01-19;BENCHMARK;CHILE;6,84%
16-01-19;BENCHMARK;CMPC;6,03%
16-01-19;BENCHMARK;COLBUN;2,36%
16-01-19;BENCHMARK;CONCHATORO;1,44%
16-01-19;BENCHMARK;COPEC;7,52%
16-01-19;BENCHMARK;ECL;1,47%
16-01-19;BENCHMARK;ENELAM;8,57%
16-01-19;BENCHMARK;ENELCHILE;4,43%
16-01-19;BENCHMARK;ENELGXCH;0,50%
16-01-19;BENCHMARK;ENTEL;1,96%
16-01-19;BENCHMARK;FALABELLA;7,50%
16-01-19;BENCHMARK;ILC;0,90%
16-01-19;BENCHMARK;ITAUCORP;2,51%
16-01-19;BENCHMARK;LTM;5,14%
16-01-19;BENCHMARK;PARAUCO;2,62%
16-01-19;BENCHMARK;RIPLEY;1,29%
16-01-19;BENCHMARK;SALFACORP;0,73%
16-01-19;BENCHMARK;SECURITY;0,68%
16-01-19;BENCHMARK;SM-CHILE B;3,40%
16-01-19;BENCHMARK;SONDA;1,34%
16-01-19;BENCHMARK;SQM-B;6,03%
16-01-19;BENCHMARK;VAPORES;0,63%
17-01-19;BENCHMARK;AESGENER;1,30%
17-01-19;BENCHMARK;AGUAS-A;2,45%
17-01-19;BENCHMARK;ANDINA-B;1,20%
17-01-19;BENCHMARK;BCI;5,26%
17-01-19;BENCHMARK;BSANTANDER;7,45%
17-01-19;BENCHMARK;CAP;1,09%
17-01-19;BENCHMARK;CCU;3,05%
17-01-19;BENCHMARK;CENCOSUD;4,17%
17-01-19;BENCHMARK;CHILE;6,85%
17-01-19;BENCHMARK;CMPC;6,07%
17-01-19;BENCHMARK;COLBUN;2,41%
17-01-19;BENCHMARK;CONCHATORO;1,45%
17-01-19;BENCHMARK;COPEC;7,50%
17-01-19;BENCHMARK;ECL;1,49%
17-01-19;BENCHMARK;ENELAM;8,60%
17-01-19;BENCHMARK;ENELCHILE;4,44%
17-01-19;BENCHMARK;ENELGXCH;0,51%
17-01-19;BENCHMARK;ENTEL;1,94%
17-01-19;BENCHMARK;FALABELLA;7,48%
17-01-19;BENCHMARK;ILC;0,89%
17-01-19;BENCHMARK;ITAUCORP;2,53%
17-01-19;BENCHMARK;LTM;5,12%
17-01-19;BENCHMARK;PARAUCO;2,63%
17-01-19;BENCHMARK;RIPLEY;1,27%
17-01-19;BENCHMARK;SALFACORP;0,73%
17-01-19;BENCHMARK;SECURITY;0,68%
17-01-19;BENCHMARK;SM-CHILE B;3,40%
17-01-19;BENCHMARK;SONDA;1,33%
17-01-19;BENCHMARK;SQM-B;6,09%
17-01-19;BENCHMARK;VAPORES;0,63%
17-01-19;FONDO;ANDINA-B;1,60%
17-01-19;FONDO;ANTARCHILE;1,96%
17-01-19;FONDO;BCI;7,03%
17-01-19;FONDO;BSANTANDER;6,42%
17-01-19;FONDO;Caja CLP;0,52%
17-01-19;FONDO;CAP;0,42%
17-01-19;FONDO;CCU;1,16%
17-01-19;FONDO;CENCOSUD;2,68%
17-01-19;FONDO;CFILVSCC-L;7,99%
17-01-19;FONDO;CHILE;0,26%
17-01-19;FONDO;CMPC;6,95%
17-01-19;FONDO;COLBUN;0,50%
17-01-19;FONDO;COPEC;5,52%
17-01-19;FONDO;ECL;3,08%
17-01-19;FONDO;ENELAM;9,89%
17-01-19;FONDO;ENELCHILE;4,49%
17-01-19;FONDO;ENTEL;1,01%
17-01-19;FONDO;FALABELLA;4,68%
17-01-19;FONDO;HITES;0,37%
17-01-19;FONDO;IAM;1,99%
17-01-19;FONDO;ILC;1,89%
17-01-19;FONDO;ITAUCORP;5,05%
17-01-19;FONDO;LTM;7,26%
17-01-19;FONDO;MALLPLAZA;1,14%
17-01-19;FONDO;NORTEGRAN;0,63%
17-01-19;FONDO;PARAUCO;0,60%
17-01-19;FONDO;RIPLEY;0,90%
17-01-19;FONDO;SALFACORP;1,15%
17-01-19;FONDO;SK;0,44%
17-01-19;FONDO;SM-CHILE B;3,24%
17-01-19;FONDO;SMU;1,23%
17-01-19;FONDO;SONDA;0,78%
17-01-19;FONDO;SQM-B;7,17%
18-01-19;BENCHMARK;AESGENER;1,31%
18-01-19;BENCHMARK;AGUAS-A;2,42%
18-01-19;BENCHMARK;ANDINA-B;1,21%
18-01-19;BENCHMARK;BCI;5,26%
18-01-19;BENCHMARK;BSANTANDER;7,39%
18-01-19;BENCHMARK;CAP;1,09%
18-01-19;BENCHMARK;CCU;3,07%
18-01-19;BENCHMARK;CENCOSUD;4,26%
18-01-19;BENCHMARK;CHILE;6,86%
18-01-19;BENCHMARK;CMPC;6,05%
18-01-19;BENCHMARK;COLBUN;2,43%
18-01-19;BENCHMARK;CONCHATORO;1,41%
18-01-19;BENCHMARK;COPEC;7,42%
18-01-19;BENCHMARK;ECL;1,50%
18-01-19;BENCHMARK;ENELAM;8,57%
18-01-19;BENCHMARK;ENELCHILE;4,43%
18-01-19;BENCHMARK;ENELGXCH;0,51%
18-01-19;BENCHMARK;ENTEL;1,89%
18-01-19;BENCHMARK;FALABELLA;7,50%
18-01-19;BENCHMARK;ILC;0,89%
18-01-19;BENCHMARK;ITAUCORP;2,49%
18-01-19;BENCHMARK;LTM;5,25%
18-01-19;BENCHMARK;PARAUCO;2,67%
18-01-19;BENCHMARK;RIPLEY;1,28%
18-01-19;BENCHMARK;SALFACORP;0,74%
18-01-19;BENCHMARK;SECURITY;0,67%
18-01-19;BENCHMARK;SM-CHILE B;3,42%
18-01-19;BENCHMARK;SONDA;1,32%
18-01-19;BENCHMARK;SQM-B;6,04%
18-01-19;BENCHMARK;VAPORES;0,63%
18-01-19;FONDO;ANDINA-B;1,60%
18-01-19;FONDO;ANTARCHILE;1,97%
18-01-19;FONDO;BCI;7,00%
18-01-19;FONDO;BSANTANDER;6,42%
18-01-19;FONDO;Caja CLP;0,43%
18-01-19;FONDO;CAP;0,42%
18-01-19;FONDO;CCU;1,16%
18-01-19;FONDO;CENCOSUD;2,69%
18-01-19;FONDO;CFILVSCC-L;7,92%
18-01-19;FONDO;CHILE;0,26%
18-01-19;FONDO;CMPC;6,98%
18-01-19;FONDO;COLBUN;0,50%
18-01-19;FONDO;COPEC;5,49%
18-01-19;FONDO;ECL;3,08%
18-01-19;FONDO;ENELAM;9,89%
18-01-19;FONDO;ENELCHILE;4,49%
18-01-19;FONDO;ENTEL;0,98%
18-01-19;FONDO;FALABELLA;4,69%
18-01-19;FONDO;HITES;0,36%
18-01-19;FONDO;IAM;1,99%
18-01-19;FONDO;ILC;1,89%
18-01-19;FONDO;ITAUCORP;5,00%
18-01-19;FONDO;LTM;7,44%
18-01-19;FONDO;MALLPLAZA;1,14%
18-01-19;FONDO;NORTEGRAN;0,64%
18-01-19;FONDO;PARAUCO;0,61%
18-01-19;FONDO;RIPLEY;0,90%
18-01-19;FONDO;SALFACORP;1,18%
18-01-19;FONDO;SK;0,45%
18-01-19;FONDO;SM-CHILE B;3,25%
18-01-19;FONDO;SMU;1,22%
18-01-19;FONDO;SONDA;0,77%
18-01-19;FONDO;SQM-B;7,18%
19-01-19;FONDO;ANDINA-B;1,60%
19-01-19;FONDO;ANTARCHILE;1,97%
19-01-19;FONDO;BCI;7,00%
19-01-19;FONDO;BSANTANDER;6,42%
19-01-19;FONDO;Caja CLP;0,43%
19-01-19;FONDO;CAP;0,42%
19-01-19;FONDO;CCU;1,16%
19-01-19;FONDO;CENCOSUD;2,69%
19-01-19;FONDO;CFILVSCC-L;7,92%
19-01-19;FONDO;CHILE;0,26%
19-01-19;FONDO;CMPC;6,98%
19-01-19;FONDO;COLBUN;0,50%
19-01-19;FONDO;COPEC;5,49%
19-01-19;FONDO;ECL;3,08%
19-01-19;FONDO;ENELAM;9,89%
19-01-19;FONDO;ENELCHILE;4,49%
19-01-19;FONDO;ENTEL;0,98%
19-01-19;FONDO;FALABELLA;4,69%
19-01-19;FONDO;HITES;0,36%
19-01-19;FONDO;IAM;1,99%
19-01-19;FONDO;ILC;1,89%
19-01-19;FONDO;ITAUCORP;5,00%
19-01-19;FONDO;LTM;7,44%
19-01-19;FONDO;MALLPLAZA;1,14%
19-01-19;FONDO;NORTEGRAN;0,64%
19-01-19;FONDO;PARAUCO;0,61%
19-01-19;FONDO;RIPLEY;0,90%
19-01-19;FONDO;SALFACORP;1,18%
19-01-19;FONDO;SK;0,45%
19-01-19;FONDO;SM-CHILE B;3,25%
19-01-19;FONDO;SMU;1,22%
19-01-19;FONDO;SONDA;0,77%
19-01-19;FONDO;SQM-B;7,18%
19-01-19;BENCHMARK;AESGENER;1,31%
19-01-19;BENCHMARK;AGUAS-A;2,42%
19-01-19;BENCHMARK;ANDINA-B;1,21%
19-01-19;BENCHMARK;BCI;5,26%
19-01-19;BENCHMARK;BSANTANDER;7,39%
19-01-19;BENCHMARK;CAP;1,09%
19-01-19;BENCHMARK;CCU;3,07%
19-01-19;BENCHMARK;CENCOSUD;4,26%
19-01-19;BENCHMARK;CHILE;6,86%
19-01-19;BENCHMARK;CMPC;6,05%
19-01-19;BENCHMARK;COLBUN;2,43%
